Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
WNV51281,Rotavirus A,GenBank,,OR501110,"Chamsai,E., Charoenkul,K., Udom,K., Jairak,W., Chaiyawong,S., Amonsin,A.",2023-10-11,,Rotavirus A,887,VP2,Thailand,,Canis lupus familiaris,feces,2020-07
WHU52311,Rotavirus A,GenBank,,OP947220,"Rejmanek,D., Mete,A.",2023-05-30,RVA/Raccoon/USA/D2213150/2022/G3P[3],Rotavirus A,887,core shell protein,USA,,Procyon lotor,"feces, abdominal cavity",2022
WCO08167,Rotavirus A,GenBank,,ON377048,"Jiang,G., Qiao,T., Song,T.",2023-02-11,RVA/Donkey-wt/HB01/China/2021/G3P12,Rotavirus A,887,structural protein VP2,China,,Equus asinus,feces,2021
URG17270,Rotavirus A,GenBank,,ON059838,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.",2022-05-31,,Rotavirus A,887,inner core protein,,,Pholidota,,2018
ULF48038,Rotavirus A,GenBank,,OM450945,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.",2022-02-23,JS-NATF2,Rotavirus A,888,VP2,China,,Oryctolagus cuniculus,,2020
QMS92863,Rotavirus A,GenBank,,MN201547,"Philip,A.A., Patton,J.T.",2020-08-05,,Rotavirus A,888,NSP3-P2A-NoV/VP1-Th6XHis,USA,,,,2019
WET31287,Rotavirus A,GenBank,,OP082207,"Malakalinga,J.J., Kazwala,R.R., Msalya,G., Misinzo,G., Shayo,M.J.",2023-03-26,RVA/Pig-wt/TZA/Mbeya-MP003/2019/G9P[x],Rotavirus A,889,structural protein 2,Tanzania,,Sus scrofa,feces,2019-03-08
URG17274,Rotavirus A,GenBank,,ON059842,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.",2022-05-31,,Rotavirus A,889,inner core protein,,,Pholidota,,2018
URG17275,Rotavirus A,GenBank,,ON059843,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.",2022-05-31,,Rotavirus A,889,inner core protein,,,Pholidota,,2018
BBJ70264,Human rotavirus A,GenBank,set:8cfb0d9cb7d116d3d4dfda67b65b0add49d3bf2f,LC477497,"Fujii,Y., Oda,M., Somura,Y., Shinkai,T., Soumura,Y.",2019-11-30,,Rotavirus A,889,VP2 protein,Japan:Tokyo,,Homo sapiens,feces,2018
XOD31316,Rotavirus A,GenBank,,PQ724859,"Le,X., Xia,X., Wang,B.",2025-02-11,RVA/Porcine/China/ZT5159/2023/G5P[13],Rotavirus A,890,VP2,China,,Sus scrofa,,2023
XOA07642,Rotavirus A,GenBank,,PQ736898,"Liu,c., Liu,x., Deng,s.",2025-02-09,PoRV-JXAY01,Rotavirus A,890,inner capsid protein VP2,China,,Sus scrofa,,2021-10-31
XLY81760,Porcine rotavirus A,GenBank,,PQ586683,"Rao,M.J., Wang,X.S., Yang,Y., Ye,X.Y., Wang,X.X., Li,L.J., Li,Y., Bi,J.L., Qi,S.S., Yin,G.F.",2025-01-01,RVA/Porcine/China/YNXD/2023,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2023
XLY81771,Porcine rotavirus A,GenBank,,PQ586694,"Rao,M.J., Wang,X.S., Yang,Y., Ye,X.Y., Wang,X.X., Li,L.J., Li,Y., Bi,J.L., Qi,S.S., Yin,G.F.",2025-01-01,RVA/Porcine/China/YNDL/2023,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2023
XLM53238,Porcine rotavirus A,GenBank,,PQ581875,"Li,D.",2024-12-18,RVA/pig/CH/U945/2022/G9P[23],Rotavirus A,890,VP2,China,,Sus scrofa,feces,2022-08-06
XLM53239,Porcine rotavirus A,GenBank,,PQ581886,"Li,D.",2024-12-18,RVA/pig/CH/10.2-20/2022/G5P[23],Rotavirus A,890,VP2,China,,Sus scrofa,feces,2022-08-22
XKQ95263,Rotavirus A,GenBank,,PP874405,"Krasnikov,N., Gulyukin,A., Aliper,T., Yuzhakov,A.",2024-11-25,RVA/Pig-wt/RUS/Buryatia-22-7/2022/G5P[13],Rotavirus A,890,core protein,Russia: the Republic of Buryatia,,Sus scrofa domesticus,,2022-08-15
XKQ95275,Rotavirus A,GenBank,,PP874416,"Krasnikov,N., Gulyukin,A., Aliper,T., Yuzhakov,A.",2024-11-25,RVA/Pig-wt/RUS/Buryatia-22-8/2022/G4P[6],Rotavirus A,890,core protein,Russia: the Republic of Buryatia,,Sus scrofa domesticus,,2022-08-15
XKQ95287,Rotavirus A,GenBank,,PP874427,"Krasnikov,N., Gulyukin,A., Aliper,T., Yuzhakov,A.",2024-11-25,RVA/Pig-wt/RUS/MR-22/2022/G3P[7],Rotavirus A,890,core protein,Russia: Moscow Oblast,,Sus scrofa domesticus,feces,2022-09-20
XKQ95299,Rotavirus A,GenBank,,PP874438,"Krasnikov,N., Gulyukin,A., Aliper,T., Yuzhakov,A.",2024-11-25,RVA/Pig-wt/RUS/Moscow-13/2023/G2P[27],Rotavirus A,890,core protein,Russia: Moscow Oblast,,Sus scrofa domesticus,feces,2023-11-21
XKQ95311,Rotavirus A,GenBank,,PP874449,"Krasnikov,N., Gulyukin,A., Aliper,T., Yuzhakov,A.",2024-11-25,RVA/Pig-wt/RUS/KRSN5-2/2023/G3G11P[6]P[13]P[23],Rotavirus A,890,core protein,Russia: Krasnoyarsk Krai,,Sus scrofa domesticus,feces,2023-10-20
XKB86615,Porcine rotavirus A,GenBank,,PQ452923,"Lv,Y.",2024-11-12,RVA/Porcine/CHN/SHANXI/2022/3.14/E,Rotavirus A,890,vp2 protein,China,,Sus scrofa,,2022-03-14
XKB86616,Porcine rotavirus A,GenBank,,PQ452934,"Lv,Y.",2024-11-12,RVA/Porcine/CHN/HUBEI/2022/5.11/u,Rotavirus A,890,vp2 protein,China,,Sus scrofa,,2022-05-11
XKB86617,Porcine rotavirus A,GenBank,,PQ452945,"Lv,Y.",2024-11-12,RVA/Porcine/CHN/HUBEI/2022/Q/1,Rotavirus A,890,vp2 protein,China,,Sus scrofa,,2022-11-01
XHQ01353,Porcine rotavirus A,GenBank,,PQ336995,"Rao,M.J., Wang,X.S., Yang,Y., Ye,X.Y., Wang,X.X., Li,L.J., Li,Y., Bi,J.L., Qi,S.S., Yin,G.F.",2024-10-09,,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2024
XHP20711,Porcine rotavirus A,GenBank,,PQ323316,"Cao,L., Zheng,H., Wang,Q.",2024-10-08,RVA/Pig/China/GZ/2023/G9P23,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2023-01-01
XHH19469,Rotavirus A,GenBank,,PQ299827,"Kunic,V., Mikuletic,T., Koritnik,T., Brnic,D.",2024-10-01,,Rotavirus A,890,VP2,Croatia,,Sus scrofa domesticus,feces,2018
XHH19470,Rotavirus A,GenBank,,PQ299841,"Kunic,V., Mikuletic,T., Koritnik,T., Brnic,D.",2024-10-01,,Rotavirus A,890,VP2,Croatia,,Sus scrofa domesticus,feces,2019
XHH19471,Rotavirus A,GenBank,,PQ299855,"Kunic,V., Mikuletic,T., Koritnik,T., Brnic,D.",2024-10-01,,Rotavirus A,890,VP2,Croatia,,Sus scrofa domesticus,feces,2019
XHH19475,Rotavirus A,GenBank,,PQ299901,"Kunic,V., Mikuletic,T., Koritnik,T., Brnic,D.",2024-10-01,,Rotavirus A,890,VP2,Croatia,,Sus scrofa domesticus,feces,2019
XHH19478,Rotavirus A,GenBank,,PQ299934,"Kunic,V., Mikuletic,T., Koritnik,T., Brnic,D.",2024-10-01,,Rotavirus A,890,VP2,Croatia,,Vulpes vulpes,feces,2020
XHH19479,Rotavirus A,GenBank,,PQ299945,"Kunic,V., Mikuletic,T., Koritnik,T., Brnic,D.",2024-10-01,,Rotavirus A,890,VP2,Croatia,,Canis,feces,2020
XHB32472,Rotavirus A,GenBank,,PQ273716,"Kunic,V., Mikuletic,T., Koritnik,T., Brnic,D.",2024-09-25,,Rotavirus A,890,VP2,Croatia,,Vulpes vulpes,feces,2018
XEQ86907,Rotavirus A,GenBank,,PQ141607,"Tian,J., Pan,Y.",2024-08-26,923E,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2021-04-11
XEQ86917,Rotavirus A,GenBank,,PQ141617,"Tian,J., Pan,Y.",2024-08-26,923H,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2021-11-27
XEQ86927,Rotavirus A,GenBank,,PQ141627,"Tian,J., Pan,Y.",2024-08-26,923X,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2021-03-30
XED97100,Rotavirus A,GenBank,,PQ133249,"Li,Z., Tian,J.",2024-08-20,NG523,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2022-05-20
BEP97237,Porcine rotavirus A,GenBank,,LC776482,"Shizawa,S., Fukuda,F., Kikkawa,Y., Oi,T., Takemae,H., Masuda,T., Ishida,H., Murakami,H., Sakaguchi,S., Mizutani,T., Nagai,M., Oba,M.",2024-07-18,,Rotavirus A,890,core capsid protein VP2,Japan,,Sus scrofa domesticus,feces,2021-05-21
BEP97248,Porcine rotavirus A,GenBank,,LC776493,"Shizawa,S., Fukuda,F., Kikkawa,Y., Oi,T., Takemae,H., Masuda,T., Ishida,H., Murakami,H., Sakaguchi,S., Mizutani,T., Nagai,M., Oba,M.",2024-07-18,,Rotavirus A,890,core capsid protein VP2,Japan,,Sus scrofa domesticus,feces,2021-06-29
BEP97261,Porcine rotavirus A,GenBank,,LC776506,"Shizawa,S., Fukuda,F., Kikkawa,Y., Oi,T., Takemae,H., Masuda,T., Ishida,H., Murakami,H., Sakaguchi,S., Mizutani,T., Nagai,M., Oba,M.",2024-07-18,,Rotavirus A,890,core capsid protein VP2,Japan,,Sus scrofa domesticus,feces,2021-06-29
BEP97273,Porcine rotavirus A,GenBank,,LC776518,"Shizawa,S., Fukuda,F., Kikkawa,Y., Oi,T., Takemae,H., Masuda,T., Ishida,H., Murakami,H., Sakaguchi,S., Mizutani,T., Nagai,M., Oba,M.",2024-07-18,,Rotavirus A,890,core capsid protein VP2,Japan,,Sus scrofa domesticus,feces,2022-08-30
BEP97285,Porcine rotavirus A,GenBank,,LC776530,"Shizawa,S., Fukuda,F., Kikkawa,Y., Oi,T., Takemae,H., Masuda,T., Ishida,H., Murakami,H., Sakaguchi,S., Mizutani,T., Nagai,M., Oba,M.",2024-07-18,,Rotavirus A,890,core capsid protein VP2,Japan,,Sus scrofa domesticus,feces,2022-05-19
BEP97296,Porcine rotavirus A,GenBank,,LC776541,"Shizawa,S., Fukuda,F., Kikkawa,Y., Oi,T., Takemae,H., Masuda,T., Ishida,H., Murakami,H., Sakaguchi,S., Mizutani,T., Nagai,M., Oba,M.",2024-07-18,,Rotavirus A,890,core capsid protein VP2,Japan,,Sus scrofa domesticus,feces,2022-05-26
BEP97307,Porcine rotavirus A,GenBank,,LC776552,"Shizawa,S., Fukuda,F., Kikkawa,Y., Oi,T., Takemae,H., Masuda,T., Ishida,H., Murakami,H., Sakaguchi,S., Mizutani,T., Nagai,M., Oba,M.",2024-07-18,,Rotavirus A,890,core capsid protein VP2,Japan,,Sus scrofa domesticus,feces,2022-08-04
XCI57996,Rotavirus A,GenBank,,PP975111,"Liu,C., Deng,S., Luo,F., Liu,X., Wei,H.",2024-07-10,,Rotavirus A,890,inner capsid protein VP2,China,,Sus scrofa,,2024-03-11
WZL09459,Rotavirus A,GenBank,,PP669369,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC001/2018/G5P13,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2018
WZL09460,Rotavirus A,GenBank,,PP669381,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC009/2018/G5P6P13,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2018
WZL09461,Rotavirus A,GenBank,,PP669393,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC035/2019/G5P6P13,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2019
WZL09462,Rotavirus A,GenBank,,PP669405,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC060/2019/G5P13P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2019
WZL09463,Rotavirus A,GenBank,,PP669417,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC063/2019/G5P13P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2019
WZL09464,Rotavirus A,GenBank,,PP669428,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC064/2019/G5P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2019
WZL09465,Rotavirus A,GenBank,,PP669440,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC071/2019/G5P13P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2019
WZL09466,Rotavirus A,GenBank,,PP669451,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC076/2020/G5P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2020
WZL09467,Rotavirus A,GenBank,,PP669462,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC077/2020/G5P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2020
WZL09468,Rotavirus A,GenBank,,PP669473,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC078/2020/G5P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2020
WZL09469,Rotavirus A,GenBank,,PP669484,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC079/2020/G5P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2020
WZL09470,Rotavirus A,GenBank,,PP669495,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC081/2020/G5P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2020
WZL09471,Rotavirus A,GenBank,,PP669506,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC082/2020/G5P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2020
WZL09472,Rotavirus A,GenBank,,PP669517,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC083/2020/G5P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2020
WZL09473,Rotavirus A,GenBank,,PP669528,"Strydom,A., Segone,N., Coertze,R., Barron,N., Strydom,M., O'Neill,H.G.",2024-07-01,RVA/Porcine-wt/ZAF/UFS-BOC124/2020/G5P23,Rotavirus A,890,VP2,South Africa,,Sus scrofa,feces,2020
XAJ03241,Rotavirus A,GenBank,,OR683284,"Zhou,X., Wang,Y.",2024-06-13,RVA/Pig-wt/CHN/HBP438/2021/G9P[13],Rotavirus A,890,core capsid protein VP2,"China: Hubei Province, Wuhan",,Sus scrofa,,2021-07-31
XAJ03242,Rotavirus A,GenBank,,OR683295,"Zhou,X., Wang,Y.",2024-06-13,RVA/Pig-wt/CHN/HBP441/2021/G9P[13],Rotavirus A,890,core capsid protein VP2,"China: Hubei Province, Wuhan",,Sus scrofa,,2021-07-31
XAJ03243,Rotavirus A,GenBank,,OR683306,"Zhou,X., Wang,Y.",2024-06-13,RVA/Pig-wt/CHN/HBP442/2021/G9P[13],Rotavirus A,890,core capsid protein VP2,"China: Hubei Province, Wuhan",,Sus scrofa,,2021-07-31
XAJ03244,Rotavirus A,GenBank,,OR683317,"Zhou,X., Wang,Y.",2024-06-13,RVA/Pig-wt/CHN/HBP445/2021/G9P[13],Rotavirus A,890,core capsid protein VP2,"China: Hubei Province, Wuhan",,Sus scrofa,,2021-07-31
XAJ03245,Rotavirus A,GenBank,,OR683328,"Zhou,X., Wang,Y.",2024-06-13,RVA/Pig-wt/CHN/HBP478/2021/G9P[13],Rotavirus A,890,core capsid protein VP2,"China: Hubei Province, Wuhan",,Sus scrofa,,2021-11-05
XAJ03246,Rotavirus A,GenBank,,OR683339,"Zhou,X., Wang,Y.",2024-06-13,RVA/Pig-wt/CHN/HBP451/2021/G4P[6],Rotavirus A,890,core capsid protein VP2,"China: Hubei Province, Wuhan",,Sus scrofa,,2021-07-31
XAJ03247,Rotavirus A,GenBank,,OR683350,"Zhou,X., Wang,Y.",2024-06-13,RVA/Pig-wt/CHN/HBP453/2021/G4P[13],Rotavirus A,890,core capsid protein VP2,"China: Hubei Province, Wuhan",,Sus scrofa,,2021-07-31
XAJ03248,Rotavirus A,GenBank,,OR683361,"Zhou,X., Wang,Y.",2024-06-13,RVA/Pig-wt/CHN/HBP421/2021/G9P[23],Rotavirus A,890,core capsid protein VP2,"China: Hubei Province, Wuhan",,Sus scrofa,,2021-04-15
XAJ03249,Rotavirus A,GenBank,,OR683372,"Zhou,X., Wang,Y.",2024-06-13,RVA/Pig-wt/CHN/HBP422/2021/G9P[23],Rotavirus A,890,core capsid protein VP2,"China: Hubei Province, Wuhan",,Sus scrofa,,2021-04-15
WYM65951,Porcine rotavirus A,GenBank,,PP566180,"Zhou,X., Hou,X.Y., Liu,B., Zhai,S.L.",2024-04-08,RVA/Pig-wt/CHN/GDFZ/2023/G9P[23],Rotavirus A,890,core shell protein VP2,China,,Sus scrofa,"feces, abdominal cavity",2023-12-21
WYM65961,Porcine rotavirus A,GenBank,,PP566190,"Zhou,X., Hou,X.Y., Liu,B., Zhai,S.L.",2024-04-08,RVA/Pig-wt/CHN/S3CF/2023/G9P[13],Rotavirus A,890,core shell protein VP2,China,,Sus scrofa,feces,2023-12-12
WWQ03325,Rotavirus A,GenBank,,PP391051,"Li,Y., Gao,C., Li,X.",2024-03-05,,Rotavirus A,890,VP2,China,,Sus scrofa,,2023-07-14
WVD54171,Rotavirus A,GenBank,,OR756363,"Le,L.K.T., Chu,M.N.T., Tate,J.E., Jiang,B., Bowen,M.D., Esona,M.D., Gautam,R., Jaimes,J., Pham,T.P.T., Huong,N.T., Anh,D.D., Trang,N.V., Parashar,U., Nguyen,H.T., Dang,A.D., Nguyen,T.V.",2024-02-26,VE4255,Rotavirus A,890,core capsid protein VP2,Viet Nam,,Homo sapiens,feces,2018
WVD54173,Rotavirus A,GenBank,,OR756387,"Le,L.K.T., Chu,M.N.T., Tate,J.E., Jiang,B., Bowen,M.D., Esona,M.D., Gautam,R., Jaimes,J., Pham,T.P.T., Huong,N.T., Anh,D.D., Trang,N.V., Parashar,U., Nguyen,H.T., Dang,A.D., Nguyen,T.V.",2024-02-26,VE5852,Rotavirus A,890,core capsid protein VP2,Viet Nam,,Homo sapiens,feces,2020
WVQ61857,Porcine rotavirus A,GenBank,,PP235799,"Zhou,X., Hou,Y.X., Zhai,L.S.",2024-02-12,RVA/Pig-tc/CHN/GDZHF/2023/G9P[7],Rotavirus A,890,core shell protein VP2,China,,Sus scrofa,,2023-10-26
WVN96886,Porcine rotavirus A,GenBank,,PP255812,"Zhou,X., Hou,X.Y., L,B., Zhai,S.L.",2024-02-10,RVA/Pig-tc/CHN/S2CF/2023/G4P[6],Rotavirus A,890,core shell protein VP2,China,,Sus scrofa,feces,2023-12-12
WSN72623,Porcine rotavirus,GenBank,,PP100150,"Zhou,J., Li,B., Wang,J., Zhang,X.",2024-01-27,,Rotavirus C,890,VP2,China,,Sus scrofa,,2023
WSN72634,Porcine rotavirus,GenBank,,PP100161,"Zhou,J., Li,B., Guo,R., Zhang,X.",2024-01-27,,Rotavirus C,890,VP2,China,,Sus scrofa,feces,2019
WRK85383,Rotavirus A,GenBank,,PP003804,"Gao,L.",2024-01-13,GL,Rotavirus A,890,VP2 protein,China,,Sus scrofa,,2022
WRK24343,Porcine rotavirus A,GenBank,,PP025946,"Ghonaim,A.H.",2024-01-11,RVA/pig-tc/CHHeN/05E/2023/G9P[23],Rotavirus A,890,VP2,China,,Sus scrofa,,2023-04-01
WRK24354,Porcine rotavirus A,GenBank,,PP025957,"Ghonaim,A.H.",2024-01-11,RVA/pig-tc/CHHeN/0201A/2023/G9P[23],Rotavirus A,890,VP2,China,,Sus scrofa,,2023-02-01
WRI53749,Rotavirus A,GenBank,,OQ799881,"Qiao,M., Wang,Z., Li,Y., Ren,J., Zhou,B., Li,X.",2024-01-09,CHN/SD/LYXH2/2022/G4P6I1,Rotavirus A,890,VP2,China,,Sus scrofa,,2022
WPX10173,Rotavirus A,GenBank,,OR911925,"Gao,F.",2023-12-18,,Rotavirus A,890,VP2 protein,China,,Sus scrofa,,2022
BEL01789,Rotavirus A,GenBank,,LC774616,"Akari,Y., Hatazawa,R., Kuroki,H., Ito,H., Negoro,M., Tanaka,T., Miwa,H., Sugiura,K., Umemoto,M., Tanaka,S., Ogawa,M., Ito,M., Fukuda,S., Murata,T., Taniguchi,K., Suga,S., Kamiya,H., Nakano,T., Komoto,S.",2023-11-18,,Rotavirus A,890,structural protein VP2,Japan:Chiba,,Homo sapiens,feces,2020-12
WOL21943,Rotavirus A,GenBank,,OR644645,"Gao,L.",2023-10-31,,Rotavirus A,890,VP2,China,,Sus scrofa,,2023
WNA12247,Rotavirus A,GenBank,,OR232950,"Gao,L.",2023-09-20,YT,Rotavirus A,890,VP2 protein,China,,Sus scrofa,,2022
WMP40343,Rotavirus A,GenBank,,OP924556,"Philip,A.A., Agbemabiese,C.A., Patton,J.T.",2023-09-05,,Rotavirus A,890,VP2 mutant,USA,,,,2022
WMI45084,Rotavirus A,GenBank,,OR127201,"Gao,L.",2023-08-30,,Rotavirus A,890,VP2 protein,China,,Sus scrofa,,2022-10-01
WMB80871,Rotavirus A,GenBank,,OR187572,"Philip,A.A., Agbemabiese,C.A., Yi,G., Patton,J.T.",2023-08-27,,Rotavirus A,890,VP2,USA,,,,2021
WMB80872,Rotavirus A,GenBank,,OR187573,"Philip,A.A., Agbemabiese,C.A., Yi,G., Patton,J.T.",2023-08-23,,Rotavirus A,890,VP2,USA,,,,2021
WMB80883,Rotavirus A,GenBank,,OR187593,"Agbemabiese,C.A., Philip,A.A., Armah,G.E., Patton,J.T.",2023-08-23,,Rotavirus A,890,core protein,USA,,,,2022
WLV74927,Porcine rotavirus,GenBank,,OQ979281,"Zhou,J., Li,B., Wang,X., Zhang,X.",2023-08-22,,Rotavirus C,890,VP2,China,,Sus scrofa,feces,2022
WJQ78203,Porcine rotavirus,GenBank,,ON381977,"Fu,A.",2023-07-05,,Rotavirus C,890,VP2,China,,Sus scrofa,feces,2021
WIG65343,Porcine rotavirus A,GenBank,,OQ743747,"Wang,X., He,D.",2023-06-10,,Rotavirus A,890,VP2,China,,Sus scrofa,abdominal cavity,2021-08
WID88819,Rotavirus A,GenBank,,OP886874,"Tian,J., Wu,L.",2023-06-05,CN1P7,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2021-07-15
WET31288,Rotavirus A,GenBank,,OP082208,"Malakalinga,J.J., Kazwala,R.R., Msalya,G., Misinzo,G., Shayo,M.J.",2023-03-26,RVA/Pig-wt/TZA/Iringa-IP044/2019/G4P[6],Rotavirus A,890,structural protein 2,Tanzania,,Sus scrofa,feces,2019-03-27
WET31291,Rotavirus A,GenBank,,OP082211,"Malakalinga,J.J., Kazwala,R.R., Msalya,G., Misinzo,G., Shayo,M.J.",2023-03-26,RVA/Pig-wt/TZA/Morogoro-RP015/2019/G3P[6],Rotavirus A,890,structural protein 2,Tanzania,,Sus scrofa,feces,2019-10-29
WET31292,Rotavirus A,GenBank,,OP082212,"Malakalinga,J.J., Kazwala,R.R., Msalya,G., Misinzo,G., Shayo,M.J.",2023-03-26,RVA/Pig-wt/TZA/Morogoro-RP019/2019/G4P[6],Rotavirus A,890,structural protein 2,Tanzania,,Sus scrofa,feces,2019-10-29
WDE40375,Rotavirus A,GenBank,,ON676181,"Guo,X., Huang,B., Wu,J.",2023-02-22,RVA/Pig/CHN/SD-1/2021,Rotavirus A,890,VP2,China,,Sus scrofa,,2021
WAB55793,Rotavirus A,GenBank,,OM362097,"Zhou,X.",2022-12-07,,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2021
UZX50352,Porcine rotavirus A,GenBank,,OP718292,"Yan,G.",2022-12-03,GDJM1,Rotavirus A,890,VP2,China,,Sus scrofa,feces,2022
UYW40799,Rotavirus A,GenBank,,OK872250,"Agbemabiese,C.A., Philip,A.A., Long,A., Patton,J.T.",2022-11-01,,Rotavirus A,890,core capsid protein,USA,,,,2019
UXX23830,Porcine rotavirus,GenBank,,ON093981,"Yang,Y., Wei,C., Liu,C., Wu,R., Liao,L.",2022-10-11,RVA/Pig/China/FJSH01/2021/G26P[23],Rotavirus C,890,VP2 protein,China,,Sus scrofa,feces,2021
UVC66027,Rotavirus A,GenBank,,ON855197,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F01177/2009/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66028,Rotavirus A,GenBank,,ON855198,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F01482/2009/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66029,Rotavirus A,GenBank,,ON855199,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F02031/2010/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
UVC66030,Rotavirus A,GenBank,,ON855200,"Simsek,C., Bloemen,M., Jansen,D., Descheemaeker,P., Reynders,M., Van Ranst,M., Matthijnssens,J.",2022-08-24,RVA/Human-wt/BEL/F03286/2011/G1P8,Rotavirus A,890,VP2,Belgium,,Homo sapiens,,2019
